"160";"736";"text/html";"My sister wanted a blog and me being what I am, didn't even consider using a something solid and ready like wordpress, but instead used the opportunity as an excuse to build a new improved blog system.
<br />
<br />Codenamed ""Kassi"", the new blog system combines some new things I've wanted to have in KISSblog. First of, it's <b>tag-based</b> so classifying posts is a lot more flexible. Secondly it's based on the idea of *pieces*. All posts are a collection of pieces and those pieces might be text, markup, images, videos, etc. 
<br />
<br />Backend code is written in PHP5 and database connections are made via <a href=""http://adodb.sf.net"">Adodb</a> so the system should support a wide range of different databases.
<br />
<br />The whole system still relies on the same principle as KISSblog, where you need to build your own display code in PHP to get the posts visible on your page. I see homepages as something very personally styled and don't see an idea in creating a default blog page at this point. 
<br />
<br />There is an integrated AJAX-powered and scriptaculous animated frontend for posting however, so using the system just involves putting the libs in place and placing a foreach-print somewhere on your own page.
<br />
<br />I'll create a release of some sort once I've imported my own blog to the new system. Still considering releasing the software under the name <i>Kassit</i> instead of ''Kassi'', which would be a bit more fun for those who understand Finnish :)";;"0"
"161";"737";"text/html";"I went to see <a href=""http://www.kansallisteatteri.fi/www/fi/?we_objectID=58"">the Unknown Soldier</a> this week. For those who don't know the piece, it's a Finnish national epoch describing the events during the Continuation War (the war that comes after Winter War during WWII). 
<br />
<br />The play has generated a lot of controversy. It features - for example - shooting down alive and dead Finnish politics, artists and national icons, such as <a href=""http://www.yle.fi/tallennemyynti/kuvat/ransu.jpg"">Ransu</a>. Some people get offended by this and other parts of the play. Just as people got offended decades ago with the original book by Väinö Linna, which depicted the Finnish soldiers in a less ""romantic light"", i.e. they we're drinking, fleeing from the enemy and all in all being more human than the super-human finnish soldiers in earlier works of art.
<br />
<br />I have to say that the play was <b>fantastic</b>. It's a wake-up call for the slumbering Finnish spirit that is fighting for survival in the midst of globalization and commercialization. And I heartly recommend it to all. Especially those that presume that the play is something horrible :) ";;"0"
"162";"738";"text/html";"I just bought the Radiohead album ""In Rainbows"". I like RH, but I'm not a huge fan. One of the biggest motivators was the new scheme they are using to sell the album: you decide the price. I read on <a href=""http://yro.slashdot.org/yro/07/11/06/2035244.shtml"">slashdot</a> that 38% of people pay for the album with an average payment falling between $5 and $8. Considering the greedy nature of us humans, I'd say 38% is a good turnout. And btw I paid 10e. Try to top that :)
<br />
<br />Enough blabbering.. back to XUL, event loops and threads. A battle I've been fighting for a few days (for those fighting the same battles I recommend <a href=""http://wirestorm.net/blog/?cat=9"">this posting</a> (which was surprisingly hard to find)";;"0"
"163";"739";"text/html";"Haven't been writing much lately. The reason mostly lies in the fact that I've been very busy. The days during the summer were filled with full-time day work at <a href=""http://mlab.taik.fi"">the Medialab</a> and thesis writing/research during the evenings. Rest of the time was partying, exploring Helsinki and enjoying outdoors, and since blogging is not a high priority for me, it was forgotten.
<br />
<br /><b>But yesterday I submitted my thesis for review</b>
<br />
<br />A huge feeling of relief. I'm quite satisfied with the outcome (all 93 pages of it). For anyone starting to write their thesis, I recommend starting from a very, very small focus area and moving from there. I started BIG, and then had to cut a lot of the material and refocus on a smaller domain.
<br />
<br />Hopefully the professor is also satisfied :)";;"0"
"164";"740";"text/html";"A few weeks back I was employed by the <a href=""http://uiah.fi"">University of Art and Design</a> in Helsinki. So far it seems like a very nice place to work in - relaxed atmosphere, lot's of interesting and nice people, etc.. 
<br />
<br />I even got a Mac 15'' Powerbook as my work machine. At first I was a bit disappointed, because I had to use Mac. Then I found out the very cool features like the omni-present-hibernate (you can leave the computer ""on"" all the time) and I was pleased for some time.
<br />
<br />Then I became disappointed again :). Mostly it's because with Macs it's the Mac way of doing things. I so much prefer the Linux way of DIY, although that is mostly more harder to novice users. And I miss the multiple workspaces and compiz and ... (i know Macs have 3rd party workspace apps, but I've heard they are awful)
<br />
<br />Perhaps I'll start using my own age-old-laptop in work next week. Playing with macs was fun and way better than working with Windows, but I'm not converted from Linux :)";;"0"
"165";"741";"text/html";"We moved the 0.40 prototype from Chris' on/off SVN repository to <a href=""http://launchpad.net"">Launchpad</a> and the move was worth it: 0.40 is making progress again and we're seeing new developers writing blueprints and uploading code!
<br />
<br />Launchpad is a good hosting service. Easy management of all the permissions to the repositories, the bugs, translations, future plans and basic FAQs in the same place really helps focusing on the main point: code.
<br />
<br />We already have three branches there: gdesklets0.40 (a.k.a. ""trunk""), gdesklets0.35 and desklets-basic which will grow to contain a group of the best desklets and controls that can then be easily distributed as a package.
<br />
<br />Visit the new launchpad page at <a href=""https://launchpad.net/gdesklets"">launchpad.net/gdesklets</a>";;"0"
"166";"742";"text/html";"I've spend some time lately looking into the source code of <a href=""http://www.screenlets.org"">Screenlets</a> - one of the many desktop widget/desklet/gadget -solutions available on Linux these days.
<br />
<br />At first I was a bit skeptical because screenlets are just basically small python classes based on the Screenlet-superclass. Compared to the easy XML-syntax of gDesklets or the syntax that SuperKaramba uses this solution might be a bit harder to use for widget developers. However I've come to the conclusion that the idea might not be a bad one after all.
<br />
<br />Python is a <b>very</b> easy language to use and by removing the additional step of converting the widget-markup into python code, the application becomes more stable and faster on startup. Of course this makes it harder to keep malicious widgets out because all screenlets have access to all the python modules, but on the other hand it does not limit the screenlet-developers.
<br />
<br />I'm anxious to see where this project goes.. currently it seems a bit closed (no SVN, no real website) and the code needs some improvement and additional features (I already tried to help w/ a <a href=""http://lauri.sokkelo.net/files/properties_instead_of_setattr.patch"">patch</a>). I'd start thinking about a solid API at this point so that screenlet-developers could work in peace.
<br />
<br />If there would finally be a great, cross-desktop, free widget engine. Time will tell..";;"0"
"167";"743";"text/html";"Did a bit of fixing on the good old home pages. The most notable improvements are the <a href=""pictures.php?ui""&phpMyAdmin=QuqPBAAGYhL7zPdwNGL7T4BRsR9>new user interface picture gallery</a> and the <a href=""projects.php""?phpMyAdmin=QuqPBAAGYhL7zPdwNGL7T4BRsR9>new project showcases</a>.";;"0"
"168";"744";"text/html";"Did the mistake of checking my new pages through IE and noticed how messed up they were... After a bit of tweaking I got them working ok. Thanks to the excellent <a href=""http://www.tatanka.com.br/ies4linux/"">IEs4Linux-project</a> I did not have to enter window$ to fix the issues.
<br />
I found a <a href=""http://mar.anomy.net/entry/2006/11/23/00.06.40/"">nice snippet</a> for fast IE-detection and used that to disable decorative png-pictures that are relying on transparency. I also had to make the side menu's position ""absolute"", because ""fixed"" just does not work on IE<7. 
<br />
Unfortunately the gallery won't work nicely with IE6. <b>It does however work on IE5.5</b>. I guess they just broke the overflow-property at some point :-P .   ";;"0"
"169";"745";"text/html";"KISSpics is a very, very simple class that provides a webgallery of pictures and their descriptions. From a users point of view it works like this: 
<ul><li>create a directory (defaults to 'pics/')
</li><li>place pictures into the folder
</li><li>optionally create a text file (name does not matter, but it must end with the suffix .txt). Inside the text file you can add descriptions using the notation ""picture_filename: description"" <b>one per line</b>. Example: ""foo.png: a simple picture of a foo"".
</li><li>inside your code create a KISSpics object (<i>$kp = new KISSpics();</i>), optionally specifying the target directory in the constructor.
</li><li>use a foreach to go through the <i>$kp->pictures</i> array. Inside the array there are objects with properties url (the url to the picture) and description. First description would thus be <i>$kp->pictures[0]->description</i>. Use your own HTML to format the gallery the way you see fit.
</li></ul><br />For an example see <a href=""http://lauri.sokkelo.net/pictures.php"">here</a>";;"0"
